Store,Date,Num_Visitors,Num_Sales,Weekly_Sales,Promo_Week
Seattle,2010-08-13,3724,1914,391208.18,True
Seattle,2010-10-22,3308,1954,351789.58,True
Seattle,2010-12-02,3554,1840,387200.05,True
Seattle,2010-12-11,3405,1601,346824.94,True
Seattle,2010-12-17,5024,3624,660804.1599999999,True
Seattle,2011-05-13,3088,1753,328222.49,True
Seattle,2011-05-20,2793,1826,337721.2000000001,True
Seattle,2011-07-15,3047,1603,347060.42000000004,True
Seattle,2011-09-09,3601,2066,352661.06,True
Seattle,2011-09-12,3404,2297,493639.47,True
Seattle,2011-09-30,3474,1836,331995.65,True
Seattle,2011-10-06,3705,1964,343418.79000000004,True
Seattle,2011-10-21,3232,1807,388430.25,True
Seattle,2011-10-28,3931,2064,397699.44,True
Seattle,2011-11-18,3481,1798,388421.78,True
Seattle,2011-12-16,4539,2810,641924.61,True
Seattle,2011-12-30,3678,2031,380439.25,True
Seattle,2012-01-13,3057,2053,319647.24,True
Seattle,2012-03-02,3205,2119,369910.58,True
Seattle,2012-03-08,3341,1822,384843.78,True
Seattle,2012-03-30,4090,2078,361711.03,True
Seattle,2012-04-20,3293,1703,353735.02,True
Seattle,2012-04-27,2666,1533,336729.13,True
Seattle,2012-05-18,3757,2077,360883.65,True
Seattle,2012-06-07,3053,1796,368294.2,True
Seattle,2012-06-15,3844,1784,364960.21,True
Seattle,2010-07-05,3236,1593,335237.34,False
Seattle,2010-07-16,2683,1770,330525.74,False
Seattle,2010-07-23,2897,1615,323996.64,False
Seattle,2010-07-30,3297,1993,344366.3299999999,False
Seattle,2010-08-10,3124,1587,345812.7500000001,False
Seattle,2010-08-20,3330,2126,385092.46,False
Seattle,2010-08-27,2403,1528,344421.14,False
Seattle,2010-09-04,2822,1816,332682.28,False
Seattle,2010-09-07,3447,1611,323415.37000000005,False
Seattle,2010-09-17,3455,1653,330036.14,False
Seattle,2010-09-24,3197,1382,317553.75,False
Seattle,2010-10-09,2584,1551,324176.86,False
Seattle,2010-10-12,4082,2219,507088.33,False
Seattle,2010-10-15,3151,1420,337652.23,False
Seattle,2010-10-29,2939,1646,366945.91,False
Seattle,2010-11-06,3089,1857,307901.17000000004,False
Seattle,2010-11-19,2820,1882,373254.56000000006,False
Seattle,2010-11-26,4404,3074,560862.1900000001,False
Seattle,2010-12-03,3076,1569,332302.41000000003,False
Seattle,2010-12-24,6327,5735,889005.53,False
Seattle,2010-12-31,3283,1712,338940.54,False
Seattle,2011-01-04,3513,1457,324600.14,False
Seattle,2011-01-07,3289,1774,358900.02,False
Seattle,2011-01-14,2825,1314,316552.83,False
Seattle,2011-01-21,3088,1512,323523.72000000003,False
Seattle,2011-01-28,3114,1743,320771.18,False
Seattle,2011-02-09,2594,2125,360044.02,False
Seattle,2011-02-12,3276,1936,411965.7400000001,False
Seattle,2011-02-18,3534,2050,411695.02,False
Seattle,2011-02-25,3301,1876,359480.2900000001,False
Seattle,2011-03-06,2833,1677,357640.09,False
Seattle,2011-03-18,2929,1664,355048.95,False
Seattle,2011-03-25,3193,1596,330261.43,False
Seattle,2011-04-02,2804,1797,361120.91,False
Seattle,2011-04-03,3226,2089,367821.41,False
Seattle,2011-04-11,3008,2061,433583.79,False
Seattle,2011-04-15,3093,1583,338513.75,False
Seattle,2011-04-22,3231,2098,410039.02,False
Seattle,2011-04-29,2818,1631,335466.99,False
Seattle,2011-05-08,3540,1786,390411.58,False
Seattle,2011-05-27,4502,1751,343607.97,False
Seattle,2011-06-05,3103,1658,341738.42,False
Seattle,2011-06-17,2900,1828,356984.8000000001,False
Seattle,2011-06-24,2426,1503,340356.59,False
Seattle,2011-07-01,3199,1755,330112.6900000001,False
Seattle,2011-07-10,2902,1931,382966.93000000005,False
Seattle,2011-07-22,3079,1679,361270.23,False
Seattle,2011-07-29,3335,1860,350562.98,False
Seattle,2011-08-04,3787,1759,347283.65,False
Seattle,2011-08-07,2719,1720,335070.29,False
Seattle,2011-08-19,2804,1736,410366.26,False
Seattle,2011-08-26,2578,1513,348155.42,False
Seattle,2011-09-16,3701,1765,346116.93999999994,False
Seattle,2011-09-23,2771,1604,347459.18000000005,False
Seattle,2011-10-14,2924,1924,360314.3000000001,False
Seattle,2011-11-02,2990,1679,385766.8,False
Seattle,2011-11-03,3382,1827,338053.74,False
Seattle,2011-11-11,3676,1969,389605.74,False
Seattle,2011-11-25,4144,2651,577433.8,False
Seattle,2011-12-08,3562,1505,366438.94,False
Seattle,2011-12-23,5551,4438,878518.18,False
Seattle,2012-01-06,2965,1782,379761.38,False
Seattle,2012-01-20,3401,1460,332719.25,False
Seattle,2012-01-27,2877,1459,324949.11000000004,False
Seattle,2012-02-03,3510,1890,381636.54,False
Seattle,2012-02-17,3509,1976,449376.7700000001,False
Seattle,2012-02-24,3036,1795,380841.41,False
Seattle,2012-03-16,3425,2006,378684.02,False
Seattle,2012-03-23,2805,1519,344685.44,False
Seattle,2012-04-05,2780,1626,355961.9200000001,False
Seattle,2012-04-13,2960,1602,361493.98,False
Seattle,2012-05-10,3351,1812,384091.19,False
Seattle,2012-05-25,3483,1968,368261.77,False
Seattle,2012-06-01,3175,1812,350452.92,False
Seattle,2012-06-04,3909,2149,451403.29999999993,False
Seattle,2012-06-22,2255,1688,355789.4100000001,False
Seattle,2012-06-29,2758,1555,353550.95,False
