Store,Date,Num_Visitors,Num_Sales,Weekly_Sales,Promo_Week
Seattle,2010-07-05,3210,1511,335237.34,False
Seattle,2010-07-16,3001,1692,330525.74,False
Seattle,2010-07-23,2937,1548,323996.64,False
Seattle,2010-07-30,2737,1879,344366.3299999999,True
Seattle,2010-08-10,2816,1532,345812.75000000006,False
Seattle,2010-08-13,3875,2314,391208.18,True
Seattle,2010-08-20,3828,2043,385092.45999999996,True
Seattle,2010-08-27,3197,1605,344421.14,False
Seattle,2010-09-04,3089,1633,332682.28,False
Seattle,2010-09-07,3276,1592,323415.37000000005,False
Seattle,2010-09-17,2547,1847,330036.14,False
Seattle,2010-09-24,2699,1496,317553.75,False
Seattle,2010-10-09,2165,1662,324176.86,False
Seattle,2010-10-12,3029,2177,507088.32999999996,False
Seattle,2010-10-15,3180,1561,337652.23,False
Seattle,2010-10-22,3626,1951,351789.57999999996,False
Seattle,2010-10-29,2861,1667,366945.91,True
Seattle,2010-11-06,2646,1689,307901.17000000004,False
Seattle,2010-11-19,2803,1575,373254.56000000006,False
Seattle,2010-11-26,3506,2645,560862.1900000001,False
Seattle,2010-12-02,3643,2036,387200.05,False
Seattle,2010-12-03,3057,1582,332302.41000000003,False
Seattle,2010-12-11,4010,1801,346824.94,False
Seattle,2010-12-17,3975,3035,660804.1599999999,False
Seattle,2010-12-24,5659,3829,889005.53,False
Seattle,2010-12-31,3190,1670,338940.54,True
Seattle,2011-01-04,2537,1757,324600.14,False
Seattle,2011-01-07,3092,1964,358900.02,False
Seattle,2011-01-14,2686,1547,316552.83,True
Seattle,2011-01-21,2757,1573,323523.72000000003,False
Seattle,2011-01-28,2643,1587,320771.18,False
Seattle,2011-02-09,3599,1568,360044.01999999996,False
Seattle,2011-02-12,3419,2297,411965.74000000005,False
Seattle,2011-02-18,4087,2019,411695.02,False
Seattle,2011-02-25,3628,2016,359480.29000000004,False
Seattle,2011-03-06,2511,1531,357640.08999999997,False
Seattle,2011-03-18,3760,1752,355048.95,False
Seattle,2011-03-25,3308,1693,330261.43,False
Seattle,2011-04-02,3539,1794,361120.91,False
Seattle,2011-04-03,2934,1857,367821.41000000003,False
Seattle,2011-04-11,3028,2015,433583.79,True
Seattle,2011-04-15,3144,1633,338513.75,False
Seattle,2011-04-22,3121,1802,410039.01999999996,False
Seattle,2011-04-29,3360,1557,335466.99,False
Seattle,2011-05-08,3732,1746,390411.58,False
Seattle,2011-05-13,3753,1720,328222.49,False
Seattle,2011-05-20,2400,1630,337721.20000000007,False
Seattle,2011-05-27,3653,1790,343607.97,False
Seattle,2011-06-05,3239,1640,341738.42,True
Seattle,2011-06-17,2475,1680,356984.80000000005,False
Seattle,2011-06-24,4014,1739,340356.58999999997,False
Seattle,2011-07-01,3250,1905,330112.69000000006,True
Seattle,2011-07-10,3380,1788,382966.93000000005,False
Seattle,2011-07-15,3444,1579,347060.42000000004,False
Seattle,2011-07-22,2628,1635,361270.23,False
Seattle,2011-07-29,2751,1621,350562.98,False
Seattle,2011-08-04,3761,2016,347283.64999999997,False
Seattle,2011-08-07,2694,1549,335070.29,False
Seattle,2011-08-19,3191,1690,410366.26,False
Seattle,2011-08-26,3032,1798,348155.42,True
Seattle,2011-09-09,2849,1615,352661.06,True
Seattle,2011-09-12,3756,2332,493639.47,False
Seattle,2011-09-16,2927,1344,346116.93999999994,False
Seattle,2011-09-23,2824,1586,347459.18000000005,False
Seattle,2011-09-30,2631,1495,331995.65,False
Seattle,2011-10-06,3108,1764,343418.79000000004,False
Seattle,2011-10-14,2781,1686,360314.30000000005,False
Seattle,2011-10-21,2868,1772,388430.25,False
Seattle,2011-10-28,3306,1576,397699.44,True
Seattle,2011-11-02,3769,1960,385766.8,False
Seattle,2011-11-03,3568,1760,338053.74,True
Seattle,2011-11-11,2695,1830,389605.74,False
Seattle,2011-11-18,3113,2174,388421.77999999997,False
Seattle,2011-11-25,3113,2680,577433.8,False
Seattle,2011-12-08,3214,1643,366438.94,True
Seattle,2011-12-16,4322,2551,641924.61,True
Seattle,2011-12-23,4820,3837,878518.18,False
Seattle,2011-12-30,3641,1950,380439.25,True
Seattle,2012-01-06,3058,1932,379761.38,True
Seattle,2012-01-13,2935,1416,319647.24,False
Seattle,2012-01-20,2912,1490,332719.25,True
Seattle,2012-01-27,1957,1488,324949.11000000004,False
Seattle,2012-02-03,3046,1940,381636.54000000004,True
Seattle,2012-02-17,2906,1990,449376.7700000001,False
Seattle,2012-02-24,3869,1811,380841.41000000003,True
Seattle,2012-03-02,3759,1788,369910.58,True
Seattle,2012-03-08,2415,1724,384843.78,False
Seattle,2012-03-16,2744,2011,378684.01999999996,False
Seattle,2012-03-23,2701,1699,344685.44,False
Seattle,2012-03-30,3571,1965,361711.02999999997,False
Seattle,2012-04-05,3479,1734,355961.92000000004,False
Seattle,2012-04-13,3055,1689,361493.98,False
Seattle,2012-04-20,3736,1732,353735.02,True
Seattle,2012-04-27,3454,1587,336729.13,False
Seattle,2012-05-10,2660,1721,384091.19,True
Seattle,2012-05-18,3648,1908,360883.65,False
Seattle,2012-05-25,3026,1912,368261.76999999996,False
Seattle,2012-06-01,3375,1912,350452.92,False
Seattle,2012-06-04,3905,2143,451403.29999999993,True
Seattle,2012-06-07,3458,1885,368294.2,True
Seattle,2012-06-15,3293,1852,364960.21,True
Seattle,2012-06-22,3786,1962,355789.41000000003,False
Seattle,2012-06-29,2889,1486,353550.95,False
